"survey","demographic","Estimate","p","class"
"Accomplishment_PERMA","age",0.00296380645581338,0.661700764901764,2
"Accomplishment_PERMA","children",-0.0663420058860737,0.665044094484491,2
"Accomplishment_PERMA","education>Bachelor",0.0234622465673381,0.868618875297812,2
"Accomplishment_PERMA","employmentUnemployed",-0.80241484401441,0.000348321010903034,2
"Accomplishment_PERMA","income",0.201116179550518,0.0025740143033755,2
"Accomplishment_PERMA","livingnon-Homeowner",0.015324168247459,0.919238597084047,2
"Accomplishment_PERMA","participateNon-Alone",0.0403182839371903,0.797863147357947,2
"Accomplishment_PERMA","pre_dwd",0.0193452389744645,0.923844650498251,2
"Accomplishment_PERMA","racenon-Caucasian",0.183847200823943,0.214774542947771,2
"Accomplishment_PERMA","sexMale",0.00333897332822773,0.983390330503226,2
"Accomplishment_PERMA","watchMobile phone",0.360594858880472,0.144640634649754,2
"Accomplishment_PERMA","watchOther",-0.531424136106192,0.121122172550386,2
"Accomplishment_PERMA","watchTV",0.0617626153291161,0.747408391029625,2
"Accomplishment_PERMA","watchTablet",0.564444130266311,0.186265001927783,2
"Engagement_PERMA","age",0.0176477452730652,0.0166982360621792,2
"Engagement_PERMA","children",-0.0372899280718825,0.822244078091819,2
"Engagement_PERMA","education>Bachelor",0.0287289835832787,0.85169528856284,2
"Engagement_PERMA","employmentUnemployed",-0.664260623194176,0.00605198789151125,2
"Engagement_PERMA","income",-0.137371569690394,0.0561574810306372,2
"Engagement_PERMA","livingnon-Homeowner",-0.00798654047933545,0.961096167088273,2
"Engagement_PERMA","participateNon-Alone",0.207516081261366,0.224323542662061,2
"Engagement_PERMA","pre_dwd",0.241319496706453,0.271469912028529,2
"Engagement_PERMA","racenon-Caucasian",0.412845314481573,0.0104582942218596,2
"Engagement_PERMA","sexMale",-0.0792396238821152,0.648375324541225,2
"Engagement_PERMA","watchMobile phone",0.274356301173635,0.304949101662695,2
"Engagement_PERMA","watchOther",-0.0936114447156828,0.800628502907731,2
"Engagement_PERMA","watchTV",-0.0386096841819066,0.852590110046111,2
"Engagement_PERMA","watchTablet",0.0442564904988842,0.923690293667443,2
"Environmental_health_WHOQOL","age",0.0001155162000891,0.992174937279121,2
"Environmental_health_WHOQOL","children",-0.506107386029345,0.0580035072511344,2
"Environmental_health_WHOQOL","education>Bachelor",-0.360971643691269,0.143662344882025,2
"Environmental_health_WHOQOL","employmentUnemployed",-0.674572334048898,0.0805293844238794,2
"Environmental_health_WHOQOL","income",0.628068172005583,1.00219374807124e-07,2
"Environmental_health_WHOQOL","livingnon-Homeowner",-0.93099496247269,0.000461826413220231,2
"Environmental_health_WHOQOL","participateNon-Alone",-0.0249808734308705,0.927249855091611,2
"Environmental_health_WHOQOL","pre_dwd",0.154880189172111,0.659655655099923,2
"Environmental_health_WHOQOL","racenon-Caucasian",0.154570181695128,0.548402873200952,2
"Environmental_health_WHOQOL","sexMale",-0.23659505708388,0.396221429489772,2
"Environmental_health_WHOQOL","watchMobile phone",-0.0810824718063823,0.850945378151315,2
"Environmental_health_WHOQOL","watchOther",-0.224188565031397,0.705747259875953,2
"Environmental_health_WHOQOL","watchTV",0.0605880495021893,0.855991349173879,2
"Environmental_health_WHOQOL","watchTablet",1.13726245772483,0.124497182787143,2
"Gratitude_GQ","age",0.0233037289169564,0.265058528151244,2
"Gratitude_GQ","children",-0.169448848372429,0.719228141729476,2
"Gratitude_GQ","education>Bachelor",-0.108020965537739,0.804836239214586,2
"Gratitude_GQ","employmentUnemployed",-0.554366088895019,0.415402528821198,2
"Gratitude_GQ","income",0.0402612347872469,0.843156107457517,2
"Gratitude_GQ","livingnon-Homeowner",0.449064520504387,0.335607434101242,2
"Gratitude_GQ","participateNon-Alone",0.481724934760876,0.319882274461279,2
"Gratitude_GQ","pre_dwd",0.178457798652772,0.774319030916328,2
"Gratitude_GQ","racenon-Caucasian",0.401252343949259,0.379593819727201,2
"Gratitude_GQ","sexMale",-1.42561989121494,0.00412681534792977,2
"Gratitude_GQ","watchMobile phone",-0.150367859033709,0.84468997445444,2
"Gratitude_GQ","watchOther",1.00694140022326,0.338285853710847,2
"Gratitude_GQ","watchTV",-0.166074687355546,0.778623343387508,2
"Gratitude_GQ","watchTablet",1.94145011804514,0.138045841753529,2
"Health_PERMA","age",0.000156338218759783,0.987933616506993,2
"Health_PERMA","children",0.216916152282799,0.353983132486048,2
"Health_PERMA","education>Bachelor",-0.230932135644343,0.286599136745999,2
"Health_PERMA","employmentUnemployed",-0.546200661939148,0.107944464619792,2
"Health_PERMA","income",0.0714350346357375,0.479607409646829,2
"Health_PERMA","livingnon-Homeowner",-0.27239716537096,0.238218937885318,2
"Health_PERMA","participateNon-Alone",0.16109852785057,0.502947119030562,2
"Health_PERMA","pre_dwd",0.559955485310883,0.070500702744909,2
"Health_PERMA","racenon-Caucasian",0.442567113925297,0.0507973536369638,2
"Health_PERMA","sexMale",-0.0576511214608786,0.81372340093725,2
"Health_PERMA","watchMobile phone",0.2668619019344,0.477903936498161,2
"Health_PERMA","watchOther",0.0132028529761512,0.979837758235373,2
"Health_PERMA","watchTV",0.10482167491773,0.720483487822404,2
"Health_PERMA","watchTablet",0.801696759504789,0.219021249229724,2
"Meaning_PERMA","age",0.0108437335964546,0.175204334327143,2
"Meaning_PERMA","children",0.180367801867439,0.318514663485353,2
"Meaning_PERMA","education>Bachelor",0.17756975263266,0.288862750409553,2
"Meaning_PERMA","employmentUnemployed",-1.20865928930822,5.72144448331572e-06,2
"Meaning_PERMA","income",0.0264994421361491,0.734228731446927,2
"Meaning_PERMA","livingnon-Homeowner",-0.0214762728973609,0.904084141412855,2
"Meaning_PERMA","participateNon-Alone",0.247366348902456,0.183356758232894,2
"Meaning_PERMA","pre_dwd",0.052699614632546,0.825220280653728,2
"Meaning_PERMA","racenon-Caucasian",0.306276554674127,0.080068867049529,2
"Meaning_PERMA","sexMale",-0.0718203813426501,0.704154470229859,2
"Meaning_PERMA","watchMobile phone",0.100966197580608,0.728570934148689,2
"Meaning_PERMA","watchOther",-0.403038579264428,0.318208572246893,2
"Meaning_PERMA","watchTV",-0.0729183269849704,0.747130234448961,2
"Meaning_PERMA","watchTablet",0.0429159261803565,0.931986293767571,2
"Physical_Health_WHOQOL","age",-0.00780498616585812,0.503532409559143,2
"Physical_Health_WHOQOL","children",0.0853795244959218,0.745963504536651,2
"Physical_Health_WHOQOL","education>Bachelor",-0.343942845450331,0.159327162186412,2
"Physical_Health_WHOQOL","employmentUnemployed",-1.0347145653102,0.00698995974123645,2
"Physical_Health_WHOQOL","income",0.348051801819143,0.00242602783633838,2
"Physical_Health_WHOQOL","livingnon-Homeowner",-0.351786038915996,0.177440835161968,2
"Physical_Health_WHOQOL","participateNon-Alone",-0.0719641231489602,0.790525775098282,2
"Physical_Health_WHOQOL","pre_dwd",0.157719927435265,0.65062510781166,2
"Physical_Health_WHOQOL","racenon-Caucasian",0.36404445592414,0.154050204747745,2
"Physical_Health_WHOQOL","sexMale",-0.135547949485444,0.623380475826968,2
"Physical_Health_WHOQOL","watchMobile phone",0.26668716589524,0.53271313560434,2
"Physical_Health_WHOQOL","watchOther",-0.08654369612323,0.882956402662904,2
"Physical_Health_WHOQOL","watchTV",0.190373551781864,0.564804393901332,2
"Physical_Health_WHOQOL","watchTablet",1.02479329571403,0.161922358312989,2
"Positive_emotions_PERMA","age",0.00547273485309093,0.465549723378711,2
"Positive_emotions_PERMA","children",0.0491925755388424,0.771764530055961,2
"Positive_emotions_PERMA","education>Bachelor",0.00714988771468315,0.96367552434942,2
"Positive_emotions_PERMA","employmentUnemployed",-0.815815288302381,0.00100212473600756,2
"Positive_emotions_PERMA","income",-0.041872021168324,0.567710415179935,2
"Positive_emotions_PERMA","livingnon-Homeowner",-0.109478407611388,0.512981660729664,2
"Positive_emotions_PERMA","participateNon-Alone",0.0809019799372844,0.642523589533266,2
"Positive_emotions_PERMA","pre_dwd",0.384067663504297,0.08718093852791,2
"Positive_emotions_PERMA","racenon-Caucasian",0.529030795865358,0.00137075169878518,2
"Positive_emotions_PERMA","sexMale",-0.296949437168955,0.095139349642506,2
"Positive_emotions_PERMA","watchMobile phone",0.211734217132507,0.438200879169037,2
"Positive_emotions_PERMA","watchOther",-0.113733646758254,0.76395338054404,2
"Positive_emotions_PERMA","watchTV",0.192942563161242,0.363770259800062,2
"Positive_emotions_PERMA","watchTablet",0.365190324096163,0.439401290729257,2
"Professional_Fulfillment_PFI","age",0.00932324071426768,0.0255107057676092,2
"Professional_Fulfillment_PFI","children",0.121298385494532,0.197633980986446,2
"Professional_Fulfillment_PFI","education>Bachelor",0.0464464084102783,0.593695649326654,2
"Professional_Fulfillment_PFI","employmentUnemployed",-0.506446235875944,0.000237392077432878,2
"Professional_Fulfillment_PFI","income",-0.0673959179688614,0.09783601854258,2
"Professional_Fulfillment_PFI","livingnon-Homeowner",-0.0068849807619136,0.940822887954132,2
"Professional_Fulfillment_PFI","participateNon-Alone",0.0717199571352959,0.458064936401309,2
"Professional_Fulfillment_PFI","pre_dwd",0.101056473021654,0.416022711904334,2
"Professional_Fulfillment_PFI","racenon-Caucasian",0.0102634196683521,0.910022115443749,2
"Professional_Fulfillment_PFI","sexMale",0.0951726797623489,0.333901995342278,2
"Professional_Fulfillment_PFI","watchMobile phone",0.167542648820682,0.268881281984605,2
"Professional_Fulfillment_PFI","watchOther",-0.0414070949100728,0.84365965161002,2
"Professional_Fulfillment_PFI","watchTV",-0.127215042063832,0.280205350523005,2
"Professional_Fulfillment_PFI","watchTablet",0.0389107634167111,0.881801506640337,2
"Psychological health_ WHOQOL","age",-0.00698385542144002,0.505241875977432,2
"Psychological health_ WHOQOL","children",-0.0298214209744235,0.899743586267629,2
"Psychological health_ WHOQOL","education>Bachelor",-0.0261995494658494,0.904834419780513,2
"Psychological health_ WHOQOL","employmentUnemployed",-0.741206711494894,0.0309995235970966,2
"Psychological health_ WHOQOL","income",0.0858106551922197,0.401742181745057,2
"Psychological health_ WHOQOL","livingnon-Homeowner",-0.256147645017183,0.274152212121023,2
"Psychological health_ WHOQOL","participateNon-Alone",0.30247538990205,0.214437953784895,2
"Psychological health_ WHOQOL","pre_dwd",0.0995696816020623,0.750274397772413,2
"Psychological health_ WHOQOL","racenon-Caucasian",0.347399598612194,0.13013921184238,2
"Psychological health_ WHOQOL","sexMale",-0.0752647853446504,0.761474048941614,2
"Psychological health_ WHOQOL","watchMobile phone",0.349890708161611,0.362974785492222,2
"Psychological health_ WHOQOL","watchOther",0.220674642478168,0.675966261133482,2
"Psychological health_ WHOQOL","watchTV",0.0258444491291285,0.930650035531708,2
"Psychological health_ WHOQOL","watchTablet",0.541084313049772,0.410182619143509,2
"Relationships_PERMA","age",-0.00442172132976096,0.62636388595355,2
"Relationships_PERMA","children",-0.101761428900833,0.620401006773839,2
"Relationships_PERMA","education>Bachelor",0.00081920126929351,0.99656306407953,2
"Relationships_PERMA","employmentUnemployed",-0.629798231384656,0.0350262639647424,2
"Relationships_PERMA","income",0.0480616677249941,0.588164798320578,2
"Relationships_PERMA","livingnon-Homeowner",-0.307388083163274,0.13004924589001,2
"Relationships_PERMA","participateNon-Alone",0.696495900585942,0.00108208240761006,2
"Relationships_PERMA","pre_dwd",0.374539140386717,0.168078737745995,2
"Relationships_PERMA","racenon-Caucasian",0.182974250900529,0.356780166333876,2
"Relationships_PERMA","sexMale",-0.180892619054606,0.400410473874864,2
"Relationships_PERMA","watchMobile phone",0.139461587716031,0.673132984656584,2
"Relationships_PERMA","watchOther",-0.429081995346183,0.350030563930072,2
"Relationships_PERMA","watchTV",0.00306824400170425,0.990481751711271,2
"Relationships_PERMA","watchTablet",0.721935681428124,0.207473732938548,2
"Resilience_CDRISC","age",0.018523915206869,0.462593489139075,2
"Resilience_CDRISC","children",-0.344559498036447,0.545784094492692,2
"Resilience_CDRISC","education>Bachelor",-0.251853867702915,0.633361557509235,2
"Resilience_CDRISC","employmentUnemployed",-1.83437584889259,0.0269308069428102,2
"Resilience_CDRISC","income",0.239806126582986,0.330705578692939,2
"Resilience_CDRISC","livingnon-Homeowner",1.14773212430545,0.0420498983214994,2
"Resilience_CDRISC","participateNon-Alone",0.179701895811691,0.759057760087772,2
"Resilience_CDRISC","pre_dwd",0.438011369087309,0.561013779265462,2
"Resilience_CDRISC","racenon-Caucasian",0.271438842515823,0.622248973535273,2
"Resilience_CDRISC","sexMale",0.898910693208295,0.13287398557724,2
"Resilience_CDRISC","watchMobile phone",0.477368619199513,0.603343114345546,2
"Resilience_CDRISC","watchOther",0.784550651844591,0.537904152039549,2
"Resilience_CDRISC","watchTV",-0.46827021106761,0.511868068822098,2
"Resilience_CDRISC","watchTablet",0.318228310460007,0.84106354360849,2
"Self_efficacy_GSE","age",-0.00121734780751087,0.949676043692496,2
"Self_efficacy_GSE","children",-0.298557398044339,0.493149868565858,2
"Self_efficacy_GSE","education>Bachelor",-0.254180094631405,0.528498402934293,2
"Self_efficacy_GSE","employmentUnemployed",-1.30668378153202,0.0383865711088194,2
"Self_efficacy_GSE","income",0.370947993861735,0.0494920157537905,2
"Self_efficacy_GSE","livingnon-Homeowner",0.791751808361779,0.0669466393174073,2
"Self_efficacy_GSE","participateNon-Alone",0.264659218138257,0.554355250630356,2
"Self_efficacy_GSE","pre_dwd",-0.315240848842943,0.584173217458757,2
"Self_efficacy_GSE","racenon-Caucasian",-0.0799552421332325,0.849647059816253,2
"Self_efficacy_GSE","sexMale",-0.00919776547614867,0.983921547661016,2
"Self_efficacy_GSE","watchMobile phone",-0.86971910873194,0.221144709570154,2
"Self_efficacy_GSE","watchOther",-0.539800726392384,0.57815193447481,2
"Self_efficacy_GSE","watchTV",-0.528789006573057,0.333678568656754,2
"Self_efficacy_GSE","watchTablet",0.388600586640398,0.747219048990325,2
"Social_Relations_WHOQOL","age",-0.0349003948314716,0.0501626909992118,2
"Social_Relations_WHOQOL","children",0.448784767651874,0.263920892117962,2
"Social_Relations_WHOQOL","education>Bachelor",-0.343053694129343,0.356149249250627,2
"Social_Relations_WHOQOL","employmentUnemployed",-0.677744948821997,0.243482752774391,2
"Social_Relations_WHOQOL","income",0.153678034062215,0.375737399565111,2
"Social_Relations_WHOQOL","livingnon-Homeowner",-0.74745089333331,0.0602147508376149,2
"Social_Relations_WHOQOL","participateNon-Alone",1.17642017330552,0.00463255542428001,2
"Social_Relations_WHOQOL","pre_dwd",0.667425810936153,0.208720765811795,2
"Social_Relations_WHOQOL","racenon-Caucasian",0.258381976173561,0.505792107345102,2
"Social_Relations_WHOQOL","sexMale",-0.451530011321271,0.283102758332131,2
"Social_Relations_WHOQOL","watchMobile phone",0.796089344972953,0.221583830497368,2
"Social_Relations_WHOQOL","watchOther",-0.235009830334259,0.792945615248256,2
"Social_Relations_WHOQOL","watchTV",-0.253570377854519,0.614472578237601,2
"Social_Relations_WHOQOL","watchTablet",1.61757798726994,0.14728647399681,2
"Wellbeing_total_PERMA","age",0.00670662033621549,0.315863668647065,2
"Wellbeing_total_PERMA","children",0.0010683361044479,0.994359883575718,2
"Wellbeing_total_PERMA","education>Bachelor",0.0439598740075776,0.753404494584843,2
"Wellbeing_total_PERMA","employmentUnemployed",-0.833218099886513,0.000170513449462616,2
"Wellbeing_total_PERMA","income",0.016740573237785,0.797641670195046,2
"Wellbeing_total_PERMA","livingnon-Homeowner",-0.0961567949230539,0.51909979558137,2
"Wellbeing_total_PERMA","participateNon-Alone",0.253611206149438,0.103275745669462,2
"Wellbeing_total_PERMA","pre_dwd",0.228436690456359,0.252979924873868,2
"Wellbeing_total_PERMA","racenon-Caucasian",0.32463897612847,0.0268127135780315,2
"Wellbeing_total_PERMA","sexMale",-0.141390564910594,0.371765816094546,2
"Wellbeing_total_PERMA","watchMobile phone",0.208633137700254,0.391432689768355,2
"Wellbeing_total_PERMA","watchOther",-0.303095649265338,0.369518246772798,2
"Wellbeing_total_PERMA","watchTV",0.0373122030719178,0.843667323897353,2
"Wellbeing_total_PERMA","watchTablet",0.362663381121532,0.388986100629198,2
